,mdot,m,Z,tage
29696,1.6E-06,1.6,0.002,2000
29697,2E-06,1.3,0.002,2000
29698,1.8E-06,1.4,0.002,2000
29699,1.5E-06,1.7,0.002,2000
29700,1.8E-06,1.5,0.002,2000
29701,1.2E-05,1.3,0.002,2000
29702,2.3E-06,1.3,0.002,2000
29703,2.1E-06,1.4,0.002,2000
29704,1.5E-06,1.3,0.002,2000
29705,4E-06,1.4,0.002,2000
29706,1.6E-06,1.7,0.002,2000
29707,2.2E-06,1.3,0.002,2000
29708,1.5E-06,1.7,0.002,2000
29709,1.6E-06,1.5,0.002,2000
29710,1.8E-06,1.4,0.002,2000
29711,3E-06,1.3,0.002,2000
29712,1.8E-06,1.4,0.002,2000
29713,0.00018,1.6,0.002,2000
29714,1.8E-05,1.3,0.002,2000
29715,1.6E-06,1.6,0.002,2000
29716,1.8E-06,1.4,0.002,2000
29717,1.5E-06,1.6,0.002,2000
29718,1.5E-06,1.7,0.002,2000
29719,3E-06,1.3,0.002,2000
29720,2.6E-06,1.4,0.002,2000
29721,1.7E-06,1.5,0.002,2000
29722,3.4E-06,1.4,0.002,2000
29723,5.8E-06,1.3,0.002,2000
29724,2.2E-06,1.3,0.002,2000
29725,1.8E-06,1.4,0.002,2000
29726,1.9E-06,1.4,0.002,2000
29727,7E-06,1.3,0.002,2000
29728,1.8E-06,1.4,0.002,2000
29729,2E-06,1.3,0.002,2000
29730,3.5E-06,1.3,0.002,2000
29731,1.7E-06,1.5,0.002,2000
29732,1.6E-06,1.4,0.002,2000
29733,5.3E-06,1.3,0.002,2000
29734,1.5E-06,1.7,0.002,2000
29735,1.8E-06,1.4,0.002,2000
29736,5.6E-06,1.4,0.002,2000
29737,3.4E-06,1.3,0.002,2000
29738,2.1E-06,1.4,0.002,2000
29739,1.6E-06,1.7,0.002,2000
29740,1.6E-06,1.6,0.002,2000
29741,1.7E-06,1.5,0.002,2000
29742,2.7E-06,1.4,0.002,2000
29743,1.5E-06,1.6,0.002,2000
29744,1.8E-06,1.4,0.002,2000
29745,2.5E-06,1.3,0.002,2000
29746,0.00043,1.9,0.002,2000
29747,2.7E-06,1.4,0.002,2000
29748,1.5E-06,1.6,0.002,2000
29749,2E-06,1.3,0.002,2000
29750,1.7E-06,1.5,0.002,2000
29751,6.6E-06,1.3,0.002,2000
29752,4.7E-06,1.4,0.002,2000
29753,3E-05,1.4,0.002,2000
29754,2.5E-06,1.3,0.002,2000
29755,4.8E-06,1.4,0.002,2000
29756,1.8E-06,1.4,0.002,2000
29757,1.6E-06,1.5,0.002,2000
29758,1.7E-06,1.6,0.002,2000
29759,3.6E-06,1.2,0.002,2000
29760,1.9E-06,1.4,0.002,2000
29761,1.6E-06,1.6,0.002,2000
29762,2.7E-06,1.3,0.002,2000
29763,1.7E-06,1.5,0.002,2000
29764,2.4E-06,1.4,0.002,2000
29765,1.5E-06,1.6,0.002,2000
29766,1.6E-06,1.6,0.002,2000
29767,1.8E-06,1.4,0.002,2000
29768,1.8E-06,1.5,0.002,2000
29769,9.8E-06,1.4,0.002,2000
29770,2.1E-05,1.4,0.002,2000
29771,4E-06,1.3,0.002,2000
29772,1.9E-06,1.4,0.002,2000
29773,3.4E-06,1.3,0.002,2000
29774,3.1E-06,1.4,0.002,2000
29775,2.2E-06,1.4,0.002,2000
29776,1.8E-06,1.5,0.002,2000
29777,0.00023,1.7,0.002,2000
29778,1.8E-06,1.4,0.002,2000
29779,4.1E-06,1.4,0.002,2000
29780,1.9E-06,1.4,0.002,2000
29781,7.2E-06,1.4,0.002,2000
29782,5.2E-05,1.3,0.002,2000
29783,1.8E-06,1.5,0.002,2000
29784,1.5E-06,1.7,0.002,2000
29785,2E-06,1.3,0.002,2000
29786,0.00012,1.3,0.002,2000
29787,1.6E-06,1.7,0.002,2000
29788,1.9E-06,1.4,0.002,2000
29789,1.9E-06,1.4,0.002,2000
29790,9E-06,1.4,0.002,2000
29791,2.6E-06,1.4,0.002,2000
29792,1.8E-06,1.5,0.002,2000
29793,2.7E-06,1.4,0.002,2000
29794,2.3E-06,1.4,0.002,2000
29795,1.5E-06,1.6,0.002,2000
29796,3E-06,1.4,0.002,2000
29797,1.7E-06,1.5,0.002,2000
29798,2.3E-06,1.3,0.002,2000
29799,2.9E-06,1.4,0.002,2000
29800,1.6E-06,1.6,0.002,2000
29801,1.6E-06,1.5,0.002,2000
29802,1.8E-06,1.6,0.002,2000
29803,8E-06,1.4,0.002,2000
29804,3.4E-06,1.3,0.002,2000
29805,6.4E-06,1.3,0.002,2000
29806,3.6E-06,1.3,0.002,2000
29807,5.7E-06,1.4,0.002,2000
29808,5.4E-06,1.3,0.002,2000
29809,1.2E-05,1.4,0.002,2000
29810,3.6E-06,1.4,0.002,2000
29811,1.7E-06,1.5,0.002,2000
29812,1.6E-06,1.6,0.002,2000
29813,2.2E-06,1.3,0.002,2000
29814,9.3E-06,1.4,0.002,2000
29815,0.00013,2,0.002,2000
29816,1.9E-06,1.4,0.002,2000
29817,3.2E-06,1.3,0.002,2000
29818,3.7E-06,1.3,0.002,2000
29819,3E-06,1.3,0.002,2000
29820,3.8E-06,1.4,0.002,2000
29821,3.6E-06,1.3,0.002,2000
29822,1.7E-06,1.4,0.002,2000
29823,1.4E-05,1.4,0.002,2000
29824,7.8E-06,1.2,0.002,2000
29825,1.6E-06,1.5,0.002,2000
29826,1.6E-06,1.6,0.002,2000
29827,6E-06,1.4,0.002,2000
29828,1.8E-06,1.4,0.002,2000
29829,2.9E-06,1.3,0.002,2000
29830,1.8E-06,1.3,0.002,2000
29831,1.9E-06,1.4,0.002,2000
29832,1.5E-06,1.7,0.002,2000
29833,6.5E-06,1.4,0.002,2000
29834,2.8E-06,1.3,0.002,2000
29835,2E-06,1.3,0.002,2000
29836,2E-06,1.5,0.002,2000
29837,2E-06,1.3,0.002,2000
29838,1.8E-06,1.4,0.002,2000
29839,1.5E-06,1.7,0.002,2000
29840,1.5E-06,1.7,0.002,2000
29841,1.5E-06,1.7,0.002,2000
29842,1.6E-06,1.5,0.002,2000
29843,1.5E-06,1.7,0.002,2000
29844,1.6E-06,1.7,0.002,2000
29845,1.6E-06,1.6,0.002,2000
29846,3E-05,1.3,0.002,2000
29847,1.8E-06,1.5,0.002,2000
29848,1.7E-06,1.5,0.002,2000
29849,1.9E-06,1.4,0.002,2000
29850,1.6E-06,1.5,0.002,2000
29851,4.5E-06,1.4,0.002,2000
29852,2.4E-06,1.4,0.002,2000
29853,1.5E-06,1.7,0.002,2000
29854,3E-06,1.3,0.002,2000
29855,3.4E-06,1.3,0.002,2000
29856,3.4E-06,1.4,0.002,2000
29857,3.4E-06,1.3,0.002,2000
29858,0.00014,1.7,0.002,2000
29859,4.7E-06,1.3,0.002,2000
29860,3.5E-06,1.3,0.002,2000
29861,1.8E-06,1.5,0.002,2000
29862,1.5E-06,1.6,0.002,2000
29863,1.6E-06,1.5,0.002,2000
29864,1.8E-05,1.2,0.002,2000
29865,7.6E-06,1.3,0.002,2000
29866,0.00023,1.3,0.002,2000
29867,1.7E-06,1.5,0.002,2000
29868,6.6E-06,1.4,0.002,2000
29869,2.5E-06,1.3,0.002,2000
29870,1.9E-06,1.4,0.002,2000
29871,1.9E-06,1.3,0.002,2000
29872,1.8E-06,1.5,0.002,2000
29873,2.3E-06,1.3,0.002,2000
29874,1.5E-06,1.6,0.002,2000
29875,2.2E-06,1.3,0.002,2000
29876,2.2E-06,1.3,0.002,2000
29877,1.8E-06,1.4,0.002,2000
29878,2.7E-06,1.4,0.002,2000
29879,2.6E-06,1.3,0.002,2000
29880,2.5E-06,1.3,0.002,2000
29881,1.8E-06,1.4,0.002,2000
29882,1.8E-06,1.4,0.002,2000
29883,3.2E-06,1.3,0.002,2000
29884,1.9E-06,1.4,0.002,2000
29885,2.1E-06,1.4,0.002,2000
29886,1.6E-06,1.4,0.002,2000
29887,2.3E-06,1.3,0.002,2000
29888,2.1E-05,1.4,0.002,2000
29889,3.5E-06,1.4,0.002,2000
29890,3.9E-06,1.4,0.002,2000
29891,1.5E-06,1.7,0.002,2000
29892,1.9E-06,1.3,0.002,2000
29893,1.9E-06,1.3,0.002,2000
29894,1.9E-06,1.4,0.002,2000
29895,3.6E-06,1.3,0.002,2000
29896,2.8E-06,1.3,0.002,2000
29897,1.6E-06,1.6,0.002,2000
29898,1.8E-06,1.4,0.002,2000
29899,1.5E-06,1.6,0.002,2000
29900,9.2E-06,1.4,0.002,2000
29901,1.5E-06,1.8,0.002,2000
29902,2.7E-06,1.3,0.002,2000
29903,1.5E-06,1.7,0.002,2000
29904,3.5E-06,1.3,0.002,2000
29905,1.9E-06,1.4,0.002,2000
29906,3.4E-06,1.3,0.002,2000
29907,1.5E-06,1.6,0.002,2000
29908,1.7E-06,1.4,0.002,2000
29909,1.7E-06,1.6,0.002,2000
29910,2E-06,1.3,0.002,2000
29911,3.2E-06,1.3,0.002,2000
29912,1.5E-06,1.6,0.002,2000
29913,3E-06,1.4,0.002,2000
29914,1.2E-05,1.4,0.002,2000
29915,1.8E-06,1.4,0.002,2000
29916,1.9E-06,1.3,0.002,2000
29917,2E-06,1.3,0.002,2000
29918,2E-06,1.4,0.002,2000
29919,2.8E-06,1.4,0.002,2000
29920,8.1E-06,1.4,0.002,2000
29921,1.5E-06,1.7,0.002,2000
29922,2.2E-06,1.4,0.002,2000
29923,1.9E-06,1.4,0.002,2000
29924,2.8E-06,1.3,0.002,2000
29925,1.6E-06,1.6,0.002,2000
29926,1.5E-06,1.6,0.002,2000
29927,1.6E-06,1.6,0.002,2000
29928,0.00012,1.6,0.002,2000
29929,1.9E-06,1.4,0.002,2000
29930,4.6E-06,1.4,0.002,2000
29931,1.6E-06,1.6,0.002,2000
29932,1.8E-06,1.5,0.002,2000
29933,2.1E-06,1.3,0.002,2000
29934,1.8E-06,1.3,0.002,2000
29935,2.7E-05,1.3,0.002,2000
29936,1.6E-06,1.5,0.002,2000
29937,1.6E-06,1.6,0.002,2000
29938,1.7E-06,1.5,0.002,2000
29939,1.8E-06,1.4,0.002,2000
29940,6.3E-06,1.3,0.002,2000
29941,5.9E-06,1.3,0.002,2000
29942,6.4E-06,1.4,0.002,2000
29943,3.9E-06,1.4,0.002,2000
29944,1.6E-06,1.6,0.002,2000
29945,1.9E-06,1.4,0.002,2000
29946,1.8E-06,1.4,0.002,2000
29947,4.8E-06,1.3,0.002,2000
29948,3.2E-06,1.3,0.002,2000
29949,2.9E-06,1.2,0.002,2000
29950,3.3E-06,1.3,0.002,2000
29951,1.8E-06,1.4,0.002,2000
29952,1.9E-06,1.4,0.002,2000
29953,1.6E-06,1.6,0.002,2000
29954,1.8E-06,1.5,0.002,2000
29955,2.3E-06,1.3,0.002,2000
29956,1.8E-06,1.4,0.002,2000
29957,3.2E-06,1.3,0.002,2000
29958,3.5E-06,1.3,0.002,2000
29959,2.5E-06,1.4,0.002,2000
29960,1.9E-06,1.4,0.002,2000
29961,0.0002,1.3,0.002,2000
29962,1.5E-06,1.6,0.002,2000
29963,8.7E-05,1.5,0.002,2000
29964,2.9E-06,1.3,0.002,2000
29965,7.7E-06,1.4,0.002,2000
29966,2.5E-06,1.4,0.002,2000
29967,3.6E-06,1.3,0.002,2000
29968,1.5E-06,1.7,0.002,2000
29969,0.00033,1.3,0.002,2000
29970,4.1E-06,1.4,0.002,2000
29971,2.4E-06,1.4,0.002,2000
29972,1.9E-06,1.4,0.002,2000
29973,5E-06,1.4,0.002,2000
29974,1.8E-06,1.4,0.002,2000
29975,0.007,1.5,0.002,2000
29976,3.9E-06,1.3,0.002,2000
29977,1.7E-06,1.5,0.002,2000
29978,1.6E-06,1.7,0.002,2000
29979,2.1E-06,1.3,0.002,2000
29980,6.9E-06,1.3,0.002,2000
29981,1.7E-06,1.5,0.002,2000
29982,3.3E-06,1.4,0.002,2000
29983,2.7E-06,1.3,0.002,2000
29984,1.8E-06,1.5,0.002,2000
29985,3.4E-06,1.3,0.002,2000
29986,4E-06,1.4,0.002,2000
29987,1.7E-06,1.5,0.002,2000
29988,2E-06,1.4,0.002,2000
29989,5.3E-06,1.4,0.002,2000
29990,2.9E-06,1.4,0.002,2000
29991,2.8E-06,1.4,0.002,2000
29992,1.8E-06,1.4,0.002,2000
29993,4.2E-06,1.3,0.002,2000
29994,0.00014,2,0.002,2000
29995,1.7E-06,1.6,0.002,2000
29996,1.6E-06,1.5,0.002,2000
29997,1.9E-06,1.3,0.002,2000
29998,3.2E-06,1.4,0.002,2000
29999,2.8E-06,1.3,0.002,2000
30000,7.3E-06,1.3,0.002,2000
30001,2E-06,1.4,0.002,2000
30002,2.1E-06,1.3,0.002,2000
30003,2.7E-06,1.3,0.002,2000
30004,2.9E-06,1.4,0.002,2000
30005,1.6E-06,1.6,0.002,2000
30006,2.5E-06,1.4,0.002,2000
30007,3E-06,1.4,0.002,2000
30008,4.8E-06,1.4,0.002,2000
30009,1.6E-06,1.7,0.002,2000
30010,1.6E-06,1.5,0.002,2000
30011,1.7E-06,1.5,0.002,2000
30012,1.9E-06,1.3,0.002,2000
30013,1.8E-06,1.4,0.002,2000
30014,2.5E-06,1.4,0.002,2000
30015,1.7E-06,1.6,0.002,2000
30016,1.7E-06,1.5,0.002,2000
30017,1.8E-06,1.5,0.002,2000
30018,3.9E-06,1.4,0.002,2000
30019,8.9E-05,1.3,0.002,2000
30020,4.2E-06,1.3,0.002,2000
30021,2.6E-06,1.4,0.002,2000
30022,1.8E-06,1.4,0.002,2000
30023,1.6E-06,1.7,0.002,2000
30024,3.2E-06,1.3,0.002,2000
30025,1.6E-06,1.5,0.002,2000
30026,2E-06,1.3,0.002,2000
30027,3.1E-06,1.4,0.002,2000
30028,1.8E-06,1.4,0.002,2000
30029,1.6E-06,1.4,0.002,2000
30030,3E-06,1.4,0.002,2000
30031,3.9E-06,1.3,0.002,2000
30032,3.1E-06,1.4,0.002,2000
30033,5.1E-06,1.3,0.002,2000
30034,1.6E-06,1.5,0.002,2000
30035,1.8E-06,1.4,0.002,2000
30036,1.8E-06,1.4,0.002,2000
30037,1.7E-06,1.6,0.002,2000
30038,2.7E-06,1.3,0.002,2000
30039,1.8E-06,1.4,0.002,2000
30040,1.5E-06,1.7,0.002,2000
30041,2.8E-06,1.3,0.002,2000
30042,4E-06,1.4,0.002,2000
30043,2E-06,1.4,0.002,2000
30044,1.7E-06,1.5,0.002,2000
30045,1.4E-05,1.4,0.002,2000
30046,1.5E-06,1.7,0.002,2000
30047,2.8E-06,1.3,0.002,2000
30048,4.3E-06,1.3,0.002,2000
30049,2E-06,1.3,0.002,2000
30050,1.7E-05,1.4,0.002,2000
30051,1.6E-06,1.6,0.002,2000
30052,1.8E-06,1.4,0.002,2000
30053,1.8E-06,1.4,0.002,2000
30054,1.9E-06,1.4,0.002,2000
30055,9E-06,1.3,0.002,2000
30056,1.9E-06,1.3,0.002,2000
30057,6.6E-06,1.3,0.002,2000
30058,0.0001,1.3,0.002,2000
30059,2.4E-06,1.2,0.002,2000
30060,2.2E-06,1.4,0.002,2000
30061,1.7E-06,1.4,0.002,2000
30062,8E-06,1.2,0.002,2000
30063,1.6E-06,1.5,0.002,2000
30064,6.1E-05,1.3,0.002,2000
30065,1.6E-06,1.6,0.002,2000
30066,4.2E-06,1.4,0.002,2000
30067,1.6E-06,1.7,0.002,2000
30068,1.9E-06,1.3,0.002,2000
30069,2.1E-06,1.4,0.002,2000
30070,3E-06,1.2,0.002,2000
30071,2.5E-06,1.4,0.002,2000
30072,2.6E-06,1.4,0.002,2000
30073,2.2E-06,1.3,0.002,2000
30074,1.5E-06,1.7,0.002,2000
30075,2.9E-06,1.3,0.002,2000
30076,1.8E-06,1.5,0.002,2000
30077,2E-06,1.4,0.002,2000
30078,1.8E-06,1.4,0.002,2000
30079,1.7E-06,1.5,0.002,2000
30080,9.5E-05,2.2,0.002,2000
30081,1.9E-06,1.4,0.002,2000
30082,1.8E-06,1.4,0.002,2000
30083,1E-05,1.4,0.002,2000
30084,2.4E-06,1.4,0.002,2000
30085,6.3E-06,1.4,0.002,2000
30086,6.5E-06,1.4,0.002,2000
30087,1.8E-06,1.4,0.002,2000
30088,2.1E-06,1.4,0.002,2000
30089,3.4E-06,1.3,0.002,2000
30090,1.8E-06,1.5,0.002,2000
30091,2.6E-06,1.4,0.002,2000
30092,1.9E-06,1.3,0.002,2000
30093,3.2E-06,1.4,0.002,2000
30094,3.3E-06,1.3,0.002,2000
30095,9.1E-06,1.4,0.002,2000
30096,2.5E-06,1.3,0.002,2000
30097,3.6E-06,1.3,0.002,2000
30098,1.6E-06,1.5,0.002,2000
30099,1.7E-06,1.4,0.002,2000
30100,0.00012,1.8,0.002,2000
30101,2.1E-06,1.3,0.002,2000
30102,3.1E-05,1.3,0.002,2000
30103,1.7E-06,1.4,0.002,2000
30104,2.5E-06,1.4,0.002,2000
30105,1.5E-06,1.7,0.002,2000
30106,1.9E-06,1.4,0.002,2000
30107,2.8E-06,1.4,0.002,2000
30108,2.5E-06,1.3,0.002,2000
30109,5E-06,1.4,0.002,2000
30110,2E-06,1.4,0.002,2000
30111,2.9E-06,1.3,0.002,2000
30112,1.9E-06,1.4,0.002,2000
30113,2.8E-06,1.3,0.002,2000
30114,2E-06,1.4,0.002,2000
30115,1.7E-06,1.5,0.002,2000
30116,3.8E-06,1.3,0.002,2000
30117,1.7E-06,1.5,0.002,2000
30118,1.6E-06,1.6,0.002,2000
30119,2.6E-06,1.3,0.002,2000
30120,2.1E-06,1.3,0.002,2000
30121,6E-06,1.4,0.002,2000
30122,5E-05,1.2,0.002,2000
30123,1.9E-06,1.4,0.002,2000
30124,3.2E-06,1.3,0.002,2000
30125,5.4E-06,1.4,0.002,2000
30126,0.0055,1.7,0.002,2000
30127,7.9E-06,1.2,0.002,2000
30128,0.00012,1.6,0.002,2000
30129,4.9E-06,1.3,0.002,2000
30130,2.4E-06,1.3,0.002,2000
30131,2.4E-06,1.4,0.002,2000
30132,1.5E-06,1.7,0.002,2000
30133,1.9E-05,1.4,0.002,2000
30134,1.6E-06,1.7,0.002,2000
30135,1.6E-06,1.6,0.002,2000
30136,3.5E-06,1.4,0.002,2000
30137,2.8E-06,1.4,0.002,2000
30138,2.1E-06,1.4,0.002,2000
30139,4.8E-06,1.3,0.002,2000
30140,5E-06,1.3,0.002,2000
30141,3E-06,1.3,0.002,2000
30142,2.2E-06,1.4,0.002,2000
30143,8.3E-05,1.3,0.002,2000
30144,2.3E-06,1.4,0.002,2000
30145,1.9E-06,1.4,0.002,2000
30146,1.6E-06,1.6,0.002,2000
30147,2.6E-06,1.4,0.002,2000
30148,1.7E-06,1.5,0.002,2000
30149,1.9E-06,1.4,0.002,2000
30150,6E-06,1.3,0.002,2000
30151,1.5E-06,1.7,0.002,2000
30152,1.6E-06,1.6,0.002,2000
30153,2.2E-06,1.4,0.002,2000
30154,1.7E-06,1.6,0.002,2000
30155,1.5E-06,1.6,0.002,2000
30156,1.5E-05,1.2,0.002,2000
30157,1.6E-06,1.7,0.002,2000
30158,1.5E-06,1.8,0.002,2000
30159,2.9E-06,1.4,0.002,2000
30160,4.8E-06,1.4,0.002,2000
30161,0.00088,1.6,0.002,2000
30162,2.6E-06,1.4,0.002,2000
30163,3.1E-06,1.4,0.002,2000
30164,3.8E-06,1.4,0.002,2000
30165,1.6E-06,1.7,0.002,2000
30166,3.7E-06,1.4,0.002,2000
30167,1.8E-06,1.5,0.002,2000
30168,1.6E-06,1.6,0.002,2000
30169,1.6E-06,1.5,0.002,2000
30170,2.5E-06,1.4,0.002,2000
30171,1.8E-06,1.4,0.002,2000
30172,1.6E-06,1.6,0.002,2000
30173,4.6E-05,1.4,0.002,2000
30174,2.7E-06,1.4,0.002,2000
30175,3.4E-06,1.3,0.002,2000
30176,1.5E-06,1.7,0.002,2000
30177,2.1E-06,1.2,0.002,2000
30178,1.7E-06,1.5,0.002,2000
30179,1.8E-06,1.4,0.002,2000
30180,2.6E-06,1.3,0.002,2000
30181,2.9E-06,1.4,0.002,2000
30182,1.5E-06,1.6,0.002,2000
30183,2.7E-06,1.4,0.002,2000
30184,3.1E-06,1.3,0.002,2000
30185,1.8E-06,1.5,0.002,2000
30186,1.7E-06,1.5,0.002,2000
30187,1.9E-06,1.4,0.002,2000
30188,0.02,1.3,0.002,2000
30189,1E-05,1.2,0.002,2000
30190,3.2E-06,1.4,0.002,2000
30191,1.6E-06,1.6,0.002,2000
30192,3.5E-06,1.3,0.002,2000
30193,1.7E-06,1.6,0.002,2000
30194,1.2E-05,1.4,0.002,2000
30195,1.7E-05,1.4,0.002,2000
30196,1.7E-06,1.4,0.002,2000
30197,5.4E-06,1.4,0.002,2000
30198,1.8E-06,1.4,0.002,2000
30199,1.6E-06,1.4,0.002,2000
30200,1.7E-06,1.5,0.002,2000
30201,2.8E-06,1.4,0.002,2000
30202,2E-06,1.4,0.002,2000
30203,6.9E-06,1.4,0.002,2000
30204,2.3E-06,1.3,0.002,2000
30205,1.1E-05,1.4,0.002,2000
30206,1.8E-06,1.4,0.002,2000
30207,3.6E-06,1.4,0.002,2000
30208,1.6E-06,1.5,0.002,2000
30209,2.5E-06,1.3,0.002,2000
30210,2.5E-06,1.4,0.002,2000
30211,7E-06,1.4,0.002,2000
30212,1.9E-06,1.4,0.002,2000
30213,2.4E-06,1.4,0.002,2000
30214,4.7E-06,1.3,0.002,2000
30215,1.7E-06,1.6,0.002,2000
30216,6.4E-06,1.4,0.002,2000
30217,3.7E-06,1.4,0.002,2000
30218,1.8E-06,1.4,0.002,2000
30219,1.6E-06,1.6,0.002,2000
30220,3.3E-06,1.2,0.002,2000
30221,2.2E-06,1.4,0.002,2000
30222,1.7E-06,1.5,0.002,2000
30223,3.5E-06,1.4,0.002,2000
30224,2.7E-06,1.3,0.002,2000
30225,1.5E-06,1.7,0.002,2000
30226,1.7E-06,1.5,0.002,2000
30227,1.5E-06,1.7,0.002,2000
30228,2E-06,1.3,0.002,2000
30229,1.7E-06,1.5,0.002,2000
30230,1.7E-06,1.4,0.002,2000
30231,1.7E-06,1.6,0.002,2000
30232,1.6E-06,1.5,0.002,2000
30233,1.6E-06,1.5,0.002,2000
30234,9.8E-06,1.3,0.002,2000
30235,1.6E-06,1.6,0.002,2000
30236,2E-06,1.4,0.002,2000
30237,1.8E-06,1.4,0.002,2000
30238,1.7E-06,1.5,0.002,2000
30239,5.5E-06,1.2,0.002,2000
30240,3.7E-06,1.4,0.002,2000
30241,1.8E-06,1.5,0.002,2000
30242,2.7E-06,1.4,0.002,2000
30243,1.8E-06,1.4,0.002,2000
30244,2.7E-06,1.4,0.002,2000
30245,1.6E-06,1.6,0.002,2000
30246,2.8E-05,1.2,0.002,2000
30247,1.5E-06,1.7,0.002,2000
30248,1.7E-06,1.4,0.002,2000
30249,7.2E-06,1.3,0.002,2000
30250,7E-06,1.3,0.002,2000
30251,1.9E-06,1.4,0.002,2000
30252,1.5E-06,1.6,0.002,2000
30253,1.7E-06,1.6,0.002,2000
30254,1.9E-06,1.4,0.002,2000
30255,1.9E-06,1.5,0.002,2000
30256,1.6E-05,1.3,0.002,2000
30257,1.7E-06,1.5,0.002,2000
30258,1.6E-06,1.5,0.002,2000
30259,2.3E-05,1.4,0.002,2000
30260,5.9E-06,1.2,0.002,2000
30261,6.6E-06,1.3,0.002,2000
30262,1.5E-06,1.8,0.002,2000
30263,1.3E-05,1.3,0.002,2000
30264,1.7E-06,1.5,0.002,2000
30265,5.8E-06,1.4,0.002,2000
30266,9E-05,1.5,0.002,2000
30267,2.6E-06,1.4,0.002,2000
30268,4.1E-06,1.3,0.002,2000
30269,2E-06,1.4,0.002,2000
30270,2.3E-06,1.3,0.002,2000
30271,0.00013,1.5,0.002,2000
30272,1.6E-06,1.6,0.002,2000
30273,3.3E-06,1.4,0.002,2000
30274,3.2E-06,1.3,0.002,2000
30275,1.6E-06,1.6,0.002,2000
30276,4.4E-06,1.4,0.002,2000
30277,5.7E-06,1.4,0.002,2000
30278,1.6E-06,1.6,0.002,2000
30279,1.7E-06,1.4,0.002,2000
30280,2.1E-06,1.3,0.002,2000
30281,1.9E-06,1.3,0.002,2000
30282,1.7E-06,1.5,0.002,2000
30283,0.0014,2,0.002,2000
30284,1.7E-06,1.4,0.002,2000
30285,1.8E-06,1.4,0.002,2000
30286,2E-06,1.3,0.002,2000
30287,3E-06,1.3,0.002,2000
30288,2.1E-06,1.4,0.002,2000
30289,1.2E-05,1.2,0.002,2000
30290,2E-06,1.4,0.002,2000
30291,4.6E-06,1.4,0.002,2000
30292,1.9E-06,1.4,0.002,2000
30293,2.7E-05,1.3,0.002,2000
30294,1.7E-06,1.5,0.002,2000
30295,2.1E-06,1.4,0.002,2000
30296,1.7E-06,1.5,0.002,2000
30297,1.6E-06,1.7,0.002,2000
30298,0.027,1.4,0.002,2000
30299,1.6E-06,1.6,0.002,2000
30300,0.00013,2.6,0.002,2000
30301,6.9E-06,1.4,0.002,2000
30302,5.9E-06,1.3,0.002,2000
30303,2.1E-06,1.4,0.002,2000
30304,1.6E-06,1.6,0.002,2000
30305,3.1E-06,1.4,0.002,2000
30306,3.3E-05,1.3,0.002,2000
30307,1.6E-06,1.6,0.002,2000
30308,2.7E-06,1.3,0.002,2000
30309,3.1E-06,1.4,0.002,2000
30310,0.00012,1.8,0.002,2000
30311,3.4E-06,1.3,0.002,2000
30312,1.6E-06,1.6,0.002,2000
30313,2.9E-06,1.4,0.002,2000
30314,5.1E-06,1.4,0.002,2000
30315,2.1E-06,1.4,0.002,2000
30316,2E-06,1.4,0.002,2000
30317,2.9E-06,1.4,0.002,2000
30318,1.6E-05,1.4,0.002,2000
30319,6E-06,1.2,0.002,2000
30320,0.0002,1.5,0.002,2000
30321,2E-06,1.4,0.002,2000
30322,1.8E-06,1.4,0.002,2000
30323,1.7E-06,1.5,0.002,2000
30324,4.6E-06,1.3,0.002,2000
30325,6.3E-06,1.3,0.002,2000
30326,1.8E-06,1.5,0.002,2000
30327,1.7E-06,1.5,0.002,2000
30328,1.6E-06,1.5,0.002,2000
30329,1.9E-06,1.4,0.002,2000
30330,2.7E-06,1.4,0.002,2000
30331,1.6E-06,1.6,0.002,2000
30332,1.8E-06,1.4,0.002,2000
30333,3.7E-06,1.4,0.002,2000
30334,1.7E-06,1.5,0.002,2000
30335,1.6E-06,1.6,0.002,2000
30336,1.6E-06,1.8,0.002,2000
30337,1.5E-06,1.7,0.002,2000
30338,1.6E-06,1.5,0.002,2000
30339,1.8E-06,1.6,0.002,2000
30340,1.8E-06,1.4,0.002,2000
30341,4.8E-06,1.4,0.002,2000
30342,3.1E-06,1.3,0.002,2000
30343,2.8E-06,1.4,0.002,2000
30344,2E-06,1.4,0.002,2000
30345,3.2E-06,1.4,0.002,2000
30346,2.1E-06,1.4,0.002,2000
30347,2.1E-06,1.2,0.002,2000
30348,3.2E-06,1.3,0.002,2000
30349,6.7E-06,1.4,0.002,2000
30350,4.6E-06,1.4,0.002,2000
30351,0.0018,1.3,0.002,2000
30352,3.1E-06,1.4,0.002,2000
30353,1.6E-06,1.6,0.002,2000
30354,0.00035,2.2,0.002,2000
30355,2E-06,1.4,0.002,2000
30356,1.6E-06,1.5,0.002,2000
30357,1.6E-06,1.6,0.002,2000
30358,1.6E-06,1.5,0.002,2000
30359,2.6E-06,1.3,0.002,2000
30360,3.5E-06,1.4,0.002,2000
30361,2.3E-06,1.4,0.002,2000
30362,1.6E-06,1.5,0.002,2000
30363,1.9E-06,1.3,0.002,2000
30364,6.6E-06,1.4,0.002,2000
30365,3.2E-05,1.3,0.002,2000
30366,8.7E-05,1.3,0.002,2000
30367,1.6E-06,1.5,0.002,2000
30368,6.9E-06,1.4,0.002,2000
30369,1.5E-06,1.8,0.002,2000
