,mdot,m,Z,tage
866,0.07,24.9,0.0002,20
867,0.47,13.9,0.0002,20
868,5.6,17.8,0.0002,20
869,0.42,16.1,0.0002,20
870,0.32,7.7,0.0002,20
871,0.044,6.7,0.02,20
872,0.00017,1.2,0.02,20
873,0.16,9.2,0.02,20
874,7.6,28.2,0.002,20
875,0.00015,1.5,0.002,20
876,0.56,14.7,0.002,20
877,0.21,1.3,0.002,20
878,0.46,1.3,0.002,20
879,0.0065,1.9,0.002,20
880,0.41,16.7,0.002,20
881,0.00016,1.4,0.002,20
882,0.00017,1.3,0.002,20
883,1.7,37,0.002,20
884,0.31,11.4,0.002,20
885,0.00015,1.3,0.002,20
886,0.3,7.8,0.002,20
887,0.17,11.3,0.002,20
888,1.5,8.5,0.002,20
889,0.0037,1.5,0.002,20
890,0.34,16.4,0.002,20
891,0.45,8.4,0.002,20
892,0.14,7.8,0.002,20
893,0.18,7.7,0.002,20
894,6.2,6.6,0.002,20
895,0.73,24.6,0.002,20
896,0.64,8.4,0.002,20
897,0.22,8.3,0.002,20
898,0.52,18.8,0.002,20
899,0.058,9.5,0.002,20
900,0.085,8.7,0.002,20
901,1.1,7.7,0.02,20
902,0.79,1.2,0.02,20
903,0.37,14.3,0.0002,20
904,0.27,26.6,0.0002,20
905,0.53,25.3,0.0002,20
906,0.33,7.7,0.002,20
907,0.57,1.3,0.002,20
908,0.3,7.2,0.002,20
909,0.055,6.2,0.002,20
910,0.03,6.6,0.002,20
911,1.4,7.4,0.002,20
912,2.8,9.5,0.002,20
913,0.0051,1.4,0.002,20
914,0.37,9,0.002,20
915,0.2,10.2,0.002,20
916,0.25,8.1,0.002,20
917,4,8.9,0.002,20
918,0.012,6.3,0.002,20
919,0.00069,1.3,0.002,20
920,0.88,8.7,0.002,20
921,0.5,19.9,0.002,20
922,0.23,7.8,0.002,20
923,0.031,6.9,0.002,20
924,0.17,7.6,0.002,20
925,0.63,14.8,0.002,20
926,0.51,9.1,0.002,20
927,0.43,10,0.002,20
928,0.15,10,0.002,20
929,1.2,1.3,0.002,20
930,0.2,16.6,0.002,20
931,0.14,13.8,0.002,20
932,0.012,6.6,0.002,20
933,0.13,7.5,0.002,20
934,0.04,6.3,0.002,20
935,0.41,6.8,0.002,20
936,2.6,9.2,0.002,20
937,0.26,13.6,0.002,20
938,0.18,21.5,0.002,20
939,0.076,6.5,0.002,20
940,0.053,9,0.002,20
941,0.31,8.9,0.002,20
942,0.18,17.7,0.002,20
943,1.2,6.4,0.002,20
944,3.7,8.8,0.002,20
945,0.41,11.3,0.002,20
946,0.013,5.8,0.002,20
947,0.46,21.9,0.002,20
948,0.31,8,0.002,20
949,1100,8.7,0.002,20
950,0.13,9.3,0.002,20
951,0.047,7.6,0.002,20
952,6.9,8.2,0.002,20
953,0.51,9.2,0.002,20
954,0.12,10.6,0.002,20
955,0.002,1.5,0.002,20
956,0.00015,1.4,0.002,20
957,0.26,1.3,0.002,20
958,71,10,0.002,20
959,0.049,7.5,0.002,20
960,1.1,6.5,0.002,20
961,150,9,0.002,20
962,0.048,6.2,0.002,20
963,0.17,13.7,0.002,20
964,2.7,35.7,0.002,20
965,0.41,7.9,0.002,20
966,2.5,13.3,0.002,20
967,0.49,26.6,0.002,20
968,0.017,7,0.002,20
969,0.044,6.1,0.002,20
970,0.23,16.9,0.002,20
971,1.4,8.4,0.002,20
972,0.32,12.3,0.002,20
973,0.67,11.2,0.002,20
974,0.0065,1.9,0.002,20
975,0.024,7.6,0.002,20
976,0.96,13.9,0.002,20
977,0.039,7.3,0.002,20
978,0.32,11.9,0.002,20
979,0.76,10,0.002,20
980,0.61,7.1,0.002,20
981,0.014,6.7,0.002,20
982,0.011,5.7,0.002,20
983,0.45,18.5,0.002,20
984,0.36,15.9,0.002,20
985,0.032,6.3,0.002,20
986,0.74,31.9,0.002,20
987,1.1,6.8,0.002,20
988,0.059,6.5,0.002,20
989,0.61,30.4,0.002,20
990,0.073,7.9,0.002,20
991,0.0058,1.6,0.002,20
992,2.2,6.8,0.002,20
993,0.17,6.6,0.002,20
994,0.57,16.4,0.002,20
995,0.91,1.3,0.002,20
996,0.7,6.4,0.002,20
997,0.016,7.3,0.002,20
998,3,13.1,0.002,20
999,0.0057,1.6,0.002,20
1000,0.69,14.4,0.002,20
1001,0.56,21.3,0.002,20
1002,0.14,9.7,0.002,20
1003,3.1,8.9,0.002,20
1004,0.41,18.7,0.002,20
1005,0.5,18.3,0.002,20
1006,0.4,7.5,0.002,20
1007,1.1,9.4,0.002,20
1008,1.4,1.2,0.002,20
1009,0.062,6.9,0.002,20
1010,0.0019,1.7,0.002,20
1011,0.13,7.6,0.002,20
1012,3.4,9.1,0.002,20
1013,0.051,7.1,0.002,20
1014,0.044,6.1,0.002,20
1015,0.083,7.8,0.002,20
1016,0.5,6.5,0.002,20
1017,0.00017,1.4,0.002,20
1018,1.1,17.4,0.002,20
1019,0.073,8.4,0.002,20
1020,0.0056,1.7,0.002,20
1021,0.00029,1.5,0.002,20
1022,0.84,6.7,0.002,20
1023,0.0058,1.4,0.002,20
1024,0.33,1.3,0.002,20
1025,0.00014,1.4,0.002,20
1026,0.4,9.9,0.002,20
1027,0.48,21.3,0.002,20
1028,0.76,13.9,0.002,20
1029,0.00014,1.5,0.002,20
1030,0.028,6.8,0.002,20
1031,0.056,7.6,0.002,20
1032,4.4,8.9,0.002,20
1033,0.5,10.4,0.002,20
1034,0.092,8.1,0.002,20
1035,0.44,13,0.002,20
1036,0.57,21.5,0.002,20
1037,92,15.4,0.002,20
1038,0.25,6.8,0.002,20
1039,2.5,8.2,0.002,20
1040,1.5,9.1,0.002,20
1041,0.38,6.8,0.002,20
1042,0.041,8.1,0.002,20
1043,0.012,6.3,0.002,20
1044,0.16,1.3,0.002,20
1045,0.42,15.3,0.002,20
1046,0.18,1.3,0.002,20
1047,0.15,9.4,0.002,20
1048,0.19,13.5,0.0002,20
1049,0.12,7.1,0.0002,20
1050,0.35,6.1,0.0002,20
1051,0.42,13.8,0.0002,20
1052,0.08,7.4,0.0002,20
1053,0.3,20,0.0002,20
1054,0.11,19.3,0.0002,20
1055,3.3,25.4,0.0002,20
1056,0.3,9.3,0.0002,20
1057,0.38,22.1,0.0002,20
1058,0.33,21.1,0.0002,20
1059,0.57,30.2,0.0002,20
1060,0.28,9.3,0.0002,20
1061,0.7,6.4,0.0002,20
1062,0.52,27.7,0.0002,20
1063,0.14,18.3,0.0002,20
1064,0.55,12.7,0.0002,20
1065,0.11,6.5,0.0002,20
1066,0.82,27.2,0.0002,20
1067,1.1,9.2,0.0002,20
1068,0.0002,1.4,0.0002,20
1069,1.2,15,0.0002,20
1070,6.4,24.9,0.0002,20
1071,13,19.7,0.0002,20
1072,0.32,7.3,0.0002,20
1073,0.099,13.4,0.0002,20
1074,0.17,14.8,0.0002,20
1075,0.26,8.1,0.0002,20
1076,0.46,16.7,0.0002,20
1077,0.42,25.4,0.0002,20
1078,1.4,9.4,0.0002,20
1079,0.27,8.2,0.0002,20
1080,0.33,6.9,0.0002,20
1081,0.2,8.1,0.0002,20
1082,0.27,20.8,0.0002,20
1083,0.18,13.9,0.0002,20
1084,0.51,17.7,0.0002,20
1085,0.19,34.9,0.0002,20
1086,8.9,19.6,0.0002,20
1087,0.18,8,0.0002,20
1088,0.27,8.5,0.0002,20
1089,3,8.2,0.0002,20
1090,0.046,6.8,0.0002,20
1091,1.9,15,0.0002,20
1092,0.41,16.1,0.0002,20
1093,0.68,14.1,0.0002,20
1094,0.99,11.7,0.0002,20
1095,25,8.8,0.0002,20
1096,0.3,9.1,0.0002,20
1097,64,18.5,0.0002,20
1098,0.24,21.8,0.0002,20
1099,0.036,7.1,0.0002,20
1100,0.2,7.4,0.0002,20
1101,0.28,15.9,0.0002,20
1102,3.7,8.6,0.0002,20
1103,0.76,12.6,0.0002,20
1104,0.33,24.9,0.0002,20
1105,0.26,9.8,0.0002,20
1106,0.49,12.9,0.0002,20
1107,0.49,12.9,0.0002,20
1108,0.077,13.9,0.0002,20
1109,0.16,7.4,0.0002,20
1110,0.051,12,0.0002,20
1111,0.36,18.5,0.0002,20
1112,0.099,6.9,0.0002,20
1113,1.9,11.7,0.0002,20
1114,0.082,7.2,0.0002,20
1115,3,27.4,0.0002,20
1116,0.068,14.6,0.0002,20
1117,0.19,13.5,0.0002,20
1118,0.088,7.6,0.0002,20
1119,0.57,10.8,0.002,20
1120,0.77,7,0.002,20
1121,0.38,7.7,0.002,20
1122,1.2,13.1,0.002,20
1123,0.98,7.2,0.002,20
1124,0.68,14.8,0.002,20
1125,0.38,7.6,0.002,20
1126,0.033,6.4,0.002,20
1127,0.00061,1.5,0.002,20
1128,0.0057,5.9,0.002,20
1129,0.0049,1.4,0.002,20
1130,0.11,8.5,0.002,20
1131,0.17,11.6,0.002,20
1132,0.00036,1.6,0.002,20
1133,0.84,14,0.002,20
1134,0.78,14.9,0.002,20
1135,11,12.4,0.002,20
1136,0.4,9.6,0.002,20
1137,5.6,9,0.002,20
1138,340,8.5,0.002,20
1139,0.055,7,0.002,20
1140,0.00023,1.5,0.002,20
1141,0.003,1.9,0.002,20
1142,1.2,6.9,0.002,20
1143,0.16,16.2,0.002,20
1144,0.51,18,0.002,20
1145,0.32,9.7,0.002,20
1146,0.48,14,0.002,20
1147,0.00065,1.5,0.002,20
1148,0.0014,1.6,0.002,20
1149,2,12.5,0.002,20
1150,0.059,7.1,0.002,20
1151,0.57,14.8,0.002,20
1152,1.3,7.1,0.002,20
1153,0.031,6,0.002,20
1154,0.041,8.5,0.002,20
1155,0.58,19.6,0.002,20
1156,0.0015,1.9,0.002,20
1157,1.4,12.5,0.002,20
1158,0.031,5.9,0.002,20
1159,0.52,16.7,0.002,20
1160,0.52,27.4,0.002,20
1161,0.099,6.1,0.002,20
1162,0.4,8.6,0.002,20
1163,0.25,24.8,0.002,20
1164,0.23,8.4,0.0002,20
1165,0.31,13.5,0.0002,20
1166,0.00025,1.4,0.0002,20
1167,0.066,24.9,0.0002,20
1168,0.0038,5.9,0.002,20
1169,0.0042,1.5,0.0002,20
1170,0.006,1.7,0.002,20
1171,0.0014,1.3,0.002,20
1172,1.6,8.7,0.002,20
1173,0.68,14.4,0.002,20
1174,0.64,11.3,0.002,20
1175,0.0019,1.6,0.002,20
1176,0.4,12.1,0.002,20
1177,0.0062,2,0.002,20
1178,4.5,9,0.002,20
1179,0.058,7.2,0.002,20
1180,0.17,1.4,0.002,20
1181,0.00015,1.4,0.002,20
1182,0.22,17.8,0.002,20
1183,0.098,8.7,0.002,20
1184,0.28,8,0.002,20
1185,0.0029,1.7,0.002,20
1186,0.0059,1.7,0.002,20
1187,0.29,8.2,0.002,20
1188,0.043,6.9,0.002,20
1189,0.0029,1.5,0.002,20
1190,0.002,1.6,0.002,20
1191,0.55,16.5,0.002,20
1192,0.032,6.8,0.002,20
1193,0.41,24.5,0.002,20
1194,0.086,7.1,0.002,20
1195,0.4,8.8,0.002,20
1196,0.098,7.4,0.002,20
1197,0.47,15.3,0.002,20
1198,1.5,8.7,0.002,20
1199,1.4,21.8,0.002,20
1200,0.58,7.3,0.002,20
1201,0.00048,1.4,0.002,20
1202,0.48,16.5,0.002,20
1203,2.2,9.9,0.002,20
1204,0.0014,1.5,0.002,20
1205,0.58,11.9,0.002,20
1206,0.009,5.7,0.002,20
1207,0.14,27.3,0.002,20
1208,0.15,12.7,0.002,20
1209,0.044,7.6,0.002,20
1210,0.5,7.7,0.002,20
1211,0.083,7,0.002,20
1212,0.39,7.2,0.002,20
1213,0.071,7.3,0.002,20
1214,0.44,14.6,0.002,20
1215,1.7,10.3,0.002,20
1216,0.12,9.2,0.002,20
1217,0.00014,1.5,0.002,20
1218,1.2,12.9,0.002,20
1219,0.46,11.9,0.002,20
1220,0.67,7.2,0.002,20
1221,0.055,7,0.002,20
1222,0.0075,7.3,0.002,20
1223,2.8,8.4,0.002,20
1224,0.38,1.3,0.002,20
1225,1.4,11.7,0.002,20
1226,4,6.3,0.002,20
1227,0.44,8.5,0.002,20
1228,0.11,9,0.002,20
1229,0.4,17.3,0.002,20
1230,0.19,17.2,0.002,20
1231,0.47,30.3,0.002,20
1232,0.25,29.1,0.002,20
1233,0.57,21.5,0.002,20
1234,0.18,7.5,0.002,20
1235,1200,8.2,0.002,20
1236,0.38,7.3,0.002,20
1237,0.21,8.3,0.002,20
1238,0.04,9,0.002,20
1239,0.02,6.4,0.002,20
1240,0.0045,1.8,0.002,20
1241,0.39,9.3,0.002,20
1242,0.033,7.8,0.002,20
1243,0.36,15.7,0.002,20
1244,0.012,6.4,0.002,20
1245,0.078,7.7,0.002,20
1246,1,10,0.002,20
1247,0.15,7.4,0.002,20
1248,0.19,16.9,0.002,20
1249,0.00057,1.8,0.002,20
1250,0.0052,2,0.002,20
1251,0.056,7.8,0.02,20
1252,0.0028,1.4,0.002,20
1253,0.41,1.3,0.002,20
1254,0.00036,1.8,0.002,20
1255,5.5,8.9,0.002,20
1256,0.15,9.4,0.002,20
1257,0.024,6.9,0.002,20
1258,0.054,6.5,0.002,20
1259,0.037,8.6,0.002,20
1260,0.00025,1.6,0.002,20
1261,41,16.1,0.002,20
1262,0.25,6.9,0.002,20
1263,0.23,1.3,0.002,20
1264,0.26,16.1,0.002,20
1265,0.88,7.9,0.002,20
1266,0.056,6.3,0.02,20
1267,0.63,8,0.02,20
1268,1.9,7.6,0.02,20
1269,0.00021,1.4,0.02,20
1270,0.15,9.1,0.02,20
1271,0.21,19.4,0.002,20
1272,0.013,5.8,0.002,20
1273,0.058,6.7,0.002,20
1274,0.19,7.8,0.002,20
1275,0.0075,2,0.002,20
1276,0.37,9.1,0.002,20
1277,3.7,9.4,0.002,20
1278,0.039,7.1,0.002,20
1279,3,8.4,0.002,20
1280,0.037,7.8,0.002,20
1281,0.51,11.8,0.002,20
1282,0.00011,1.4,0.02,20
1283,0.00054,1.3,0.0002,50
1284,0.054,8,0.0002,50
1285,0.00016,1.1,0.0002,50
1286,0.023,7.6,0.0002,50
1287,0.086,14,0.0002,50
1288,0.047,14.2,0.0002,50
1289,0.00015,1.1,0.0002,50
1290,0.00026,1.1,0.0002,50
1291,0.086,26.1,0.0002,50
1292,0.053,13,0.0002,50
1293,0.00017,1.1,0.0002,50
1294,0.079,11.1,0.0002,50
1295,0.96,1.1,0.0002,50
1296,0.061,7.7,0.0002,50
1297,0.14,10.1,0.0002,50
1298,0.034,13.4,0.0002,50
1299,0.00027,1.1,0.0002,50
1300,0.024,8,0.0002,50
1301,0.00085,1.4,0.0002,50
1302,0.14,11.1,0.0002,50
1303,0.00019,1.4,0.0002,50
1304,0.00022,1.1,0.0002,50
1305,0.085,8,0.0002,50
1306,0.00018,1.1,0.0002,50
1307,0.00013,1.1,0.0002,50
1308,0.13,9,0.0002,50
1309,0.018,14,0.0002,50
1310,0.00025,1.4,0.0002,50
1311,0.062,8.5,0.0002,50
1312,0.00092,1.5,0.0002,50
1313,0.00022,1.1,0.0002,50
1314,0.1,9.7,0.0002,50
1315,0.089,17.6,0.0002,50
1316,0.1,14,0.0002,50
1317,0.0002,1.1,0.0002,50
1318,0.0002,1.1,0.0002,50
1319,0.058,7.2,0.0002,50
1320,0.00026,1.1,0.0002,50
1321,0.076,6.4,0.0002,50
1322,0.092,17,0.0002,50
1323,0.091,16.2,0.0002,50
1324,0.0002,1.4,0.0002,50
1325,0.098,19.9,0.0002,50
1326,0.00018,1.1,0.0002,50
1327,0.058,7,0.0002,50
1328,0.00015,1.1,0.0002,50
1329,0.13,12.4,0.0002,50
1330,0.012,23.5,0.0002,50
1331,0.032,7.4,0.0002,50
1332,0.0002,1.1,0.0002,50
1333,0.033,15.1,0.0002,50
1334,0.0045,6.7,0.0002,50
1335,0.1,16.8,0.0002,50
1336,0.18,24.5,0.0002,50
1337,0.00017,1.1,0.0002,50
1338,0.1,1.3,0.02,50
1339,0.00013,1.1,0.02,50
1340,0.063,1.3,0.02,50
1341,0.78,1.1,0.0002,50
1342,0.033,9.6,0.0002,50
1343,9.5,16,0.0002,50
1344,0.042,19.5,0.0002,50
1345,0.00023,1.1,0.0002,50
1346,0.00022,1.1,0.0002,50
1347,0.15,11.2,0.0002,50
1348,0.083,16.5,0.0002,50
1349,0.054,1.3,0.02,50
1350,0.00018,1.1,0.0002,50
1351,0.033,13.3,0.0002,50
1352,0.00022,1.1,0.0002,50
1353,0.061,16.5,0.0002,50
1354,0.0083,12.9,0.0002,50
1355,0.00014,1.1,0.0002,50
1356,0.099,15,0.0002,50
1357,0.00016,1.1,0.0002,50
1358,0.13,13.3,0.0002,50
1359,0.13,10.5,0.0002,50
1360,0.00022,1.1,0.0002,50
1361,0.055,12.9,0.0002,50
1362,0.091,13.6,0.0002,50
1363,0.085,1.3,0.02,50
1364,0.0011,1.1,0.02,50
1365,0.00012,1.1,0.02,50
1366,0.00015,1.1,0.02,50
1367,0.00013,1.1,0.02,50
1368,0.00012,1.1,0.02,50
1369,0.027,7.2,0.02,50
1370,0.00068,1.1,0.02,50
1371,0.00024,1.6,0.02,50
1372,0.00013,1.1,0.02,50
1373,0.00015,1.1,0.02,50
1374,0.024,7.2,0.02,50
1375,2.5,1.3,0.02,50
1376,0.00014,1.1,0.02,50
1377,0.00064,1.6,0.02,50
1378,0.023,1.4,0.02,50
1379,0.00013,1.1,0.02,50
1380,0.00034,1.1,0.02,50
1381,0.00013,1.1,0.02,50
1382,0.00013,1.1,0.02,50
1383,0.00012,1.1,0.02,50
1384,1.7,1.3,0.02,50
1385,0.00012,1.2,0.02,50
1386,1.1,1.3,0.02,50
1387,0.00023,1.1,0.02,50
1388,0.0004,1.1,0.02,50
1389,0.0011,1.6,0.02,50
1390,0.00014,1.1,0.02,50
1391,0.03,14.5,0.0002,50
1392,0.25,7.7,0.0002,50
1393,0.05,6.8,0.0002,50
1394,0.00021,1.3,0.0002,50
1395,0.065,12.6,0.0002,50
1396,0.00022,1.1,0.0002,50
1397,0.00018,1.3,0.0002,50
1398,0.062,7.1,0.0002,50
1399,0.00025,1.1,0.0002,50
1400,0.014,10.2,0.0002,50
1401,0.00022,1.2,0.0002,50
1402,0.00019,1.1,0.0002,50
1403,0.0054,7.8,0.0002,50
1404,0.00028,1.1,0.0002,50
1405,0.046,8.3,0.0002,50
1406,0.018,7.5,0.0002,50
1407,0.19,7.8,0.0002,50
1408,0.00028,1.3,0.0002,50
1409,0.022,14.8,0.0002,50
1410,0.00017,1.1,0.0002,50
1411,0.00026,1.4,0.0002,50
1412,0.075,14.3,0.0002,50
1413,0.00016,1.2,0.0002,50
1414,0.00018,1.2,0.0002,50
1415,96,13.2,0.0002,50
1416,0.00014,1.1,0.0002,50
1417,0.14,14.8,0.0002,50
1418,0.00024,1.2,0.0002,50
1419,0.055,13.9,0.0002,50
1420,0.0002,1.1,0.0002,50
1421,0.00014,1.1,0.0002,50
1422,0.0088,7,0.0002,50
1423,0.00014,1.1,0.0002,50
1424,0.083,14.7,0.0002,50
1425,0.05,12.2,0.0002,50
1426,0.00014,1.1,0.0002,50
1427,0.05,8.1,0.0002,50
1428,0.13,11.8,0.0002,50
1429,0.00018,1.1,0.0002,50
1430,0.09,10,0.0002,50
1431,0.027,14.7,0.0002,50
1432,36,7.8,0.0002,50
1433,0.065,11.7,0.0002,50
1434,0.08,14.9,0.0002,50
1435,0.14,15.2,0.0002,50
1436,0.00021,1.1,0.0002,50
1437,0.2,13.3,0.0002,50
1438,0.00018,1.3,0.0002,50
1439,0.1,12.2,0.0002,50
1440,0.092,16.6,0.0002,50
1441,0.00016,1.1,0.0002,50
1442,0.028,14.2,0.0002,50
1443,0.02,13.6,0.0002,50
1444,0.058,14.6,0.0002,50
1445,0.092,14.6,0.0002,50
1446,0.00042,1.4,0.0002,50
1447,22,23.2,0.0002,50
1448,0.08,18.5,0.0002,50
1449,0.047,8.7,0.002,50
1450,0.038,15.1,0.002,50
1451,0.21,6.5,0.0002,50
1452,0.00085,1.5,0.002,50
1453,0.0035,1.1,0.002,50
1454,0.00013,1.3,0.002,50
1455,0.0011,1.6,0.002,50
1456,0.0058,1.8,0.002,50
1457,0.14,6.3,0.002,50
1458,0.00014,1.5,0.002,50
1459,0.076,7.8,0.002,50
1460,0.097,13,0.002,50
1461,0.21,6.4,0.002,50
1462,0.23,12.3,0.002,50
1463,0.052,7.8,0.002,50
1464,0.23,7.3,0.002,50
1465,0.026,8.2,0.002,50
1466,0.00013,1.1,0.002,50
1467,0.15,7.4,0.002,50
1468,0.0066,5.9,0.002,50
1469,0.3,1.1,0.002,50
1470,0.00052,1.8,0.002,50
1471,0.36,1.3,0.002,50
1472,0.00013,1.1,0.002,50
1473,0.064,15.2,0.002,50
1474,0.00015,1.3,0.002,50
1475,0.00016,1.4,0.002,50
1476,0.033,8.2,0.002,50
1477,0.54,1.3,0.002,50
1478,0.00013,1.1,0.002,50
1479,0.0041,1.9,0.002,50
1480,0.00028,1.7,0.002,50
1481,0.02,6.8,0.002,50
1482,0.00014,1.2,0.002,50
1483,0.074,8,0.002,50
1484,0.027,8,0.002,50
1485,0.59,1.3,0.002,50
1486,0.031,7.4,0.002,50
1487,0.0029,2,0.002,50
1488,0.068,11,0.002,50
1489,0.055,11.9,0.002,50
1490,0.58,6.1,0.002,50
1491,0.00039,1.3,0.002,50
1492,0.003,2,0.002,50
1493,0.00013,1.1,0.002,50
1494,0.16,8.1,0.002,50
1495,0.12,9.1,0.002,50
1496,0.00013,1.3,0.002,50
1497,0.00033,1.8,0.002,50
1498,0.00012,1.2,0.002,50
1499,0.57,1.1,0.002,50
1500,0.015,7.4,0.002,50
1501,52,9.1,0.002,50
1502,0.023,7.1,0.002,50
1503,0.024,9.2,0.002,50
1504,0.00024,1.1,0.002,50
1505,0.13,6.4,0.002,50
1506,0.0009,1.1,0.002,50
1507,0.00024,1.7,0.002,50
1508,0.00014,1.2,0.002,50
1509,0.00013,1.3,0.002,50
1510,0.00017,1.1,0.002,50
1511,0.00084,1.4,0.002,50
1512,0.028,7.4,0.002,50
1513,0.00013,1.1,0.002,50
1514,0.00012,1.2,0.002,50
1515,0.00013,1.1,0.002,50
1516,0.078,7.9,0.002,50
1517,0.18,11.1,0.002,50
1518,0.042,8.5,0.002,50
1519,0.03,1.3,0.002,50
1520,0.00012,1.4,0.002,50
1521,0.05,6.2,0.002,50
1522,0.00073,1.4,0.002,50
1523,0.00014,1.1,0.002,50
1524,0.00082,1.3,0.002,50
1525,0.00013,1.2,0.002,50
1526,0.00014,1.4,0.002,50
1527,0.016,8.1,0.002,50
1528,0.12,9.8,0.002,50
1529,0.0031,2.1,0.002,50
1530,0.0004,1.2,0.002,50
1531,0.038,7.1,0.002,50
1532,0.061,9.7,0.002,50
1533,0.079,10.2,0.002,50
1534,0.09,23.3,0.0002,50
1535,0.00013,1.1,0.002,50
1536,0.023,6.7,0.002,50
1537,0.7,1.3,0.002,50
1538,0.031,7.7,0.002,50
1539,0.00014,1.2,0.002,50
1540,0.22,1.3,0.002,50
1541,0.21,8.3,0.002,50
1542,0.15,1.3,0.02,50
1543,0.17,7.1,0.002,50
1544,0.00041,1.4,0.002,50
1545,0.22,9.7,0.002,50
1546,0.00015,1.4,0.002,50
1547,0.00055,1.8,0.002,50
1548,0.12,6.7,0.002,50
1549,0.031,13,0.002,50
1550,0.00013,1.2,0.002,50
1551,0.00032,1.6,0.002,50
1552,0.025,7.2,0.002,50
1553,0.0059,7.4,0.002,50
1554,0.011,7.7,0.002,50
1555,0.035,7.6,0.002,50
1556,0.00093,1.2,0.002,50
1557,0.00014,1.4,0.002,50
1558,0.00018,1.1,0.0002,50
1559,0.053,15.7,0.0002,50
1560,0.069,18.9,0.0002,50
1561,0.09,16,0.0002,50
1562,0.073,7,0.0002,50
1563,0.19,10.6,0.0002,50
1564,0.032,7.3,0.0002,50
1565,0.022,7.3,0.002,50
1566,0.02,6.7,0.002,50
1567,0.21,1.3,0.002,50
1568,0.035,7.7,0.002,50
1569,0.00061,1.5,0.002,50
1570,0.00012,1.2,0.002,50
1571,0.0014,1.7,0.002,50
1572,0.044,12.1,0.002,50
1573,0.036,8,0.002,50
1574,0.054,7.8,0.002,50
1575,0.0024,1.8,0.002,50
1576,1.7,1.3,0.002,50
1577,0.2,1.3,0.002,50
1578,0.056,6.9,0.002,50
1579,0.33,6.8,0.002,50
1580,0.00014,1.1,0.002,50
1581,0.14,12.1,0.002,50
1582,0.00017,1.3,0.002,50
1583,0.027,8.4,0.002,50
1584,0.15,7.4,0.002,50
1585,0.03,12.4,0.002,50
1586,0.11,14.1,0.002,50
1587,0.00015,1.5,0.002,50
1588,0.016,8.5,0.002,50
1589,0.027,7.8,0.002,50
1590,0.055,7.3,0.002,50
1591,0.094,15.1,0.002,50
1592,0.049,7.2,0.002,50
1593,0.00082,1.3,0.002,50
1594,0.16,6.2,0.002,50
1595,0.031,7.9,0.002,50
1596,0.014,8.3,0.002,50
1597,0.44,5.8,0.002,50
1598,0.00093,1.5,0.002,50
1599,0.17,8.8,0.002,50
1600,15,14.5,0.002,50
1601,0.14,8.4,0.002,50
1602,0.069,8.4,0.002,50
1603,0.045,7.3,0.002,50
1604,0.045,15.7,0.002,50
1605,0.059,12.9,0.002,50
1606,0.00078,1.4,0.002,50
1607,0.7,1.3,0.002,50
1608,0.096,9.8,0.002,50
1609,0.043,10.3,0.002,50
1610,0.11,7.7,0.002,50
1611,0.00072,1.2,0.002,50
1612,0.077,6.7,0.002,50
1613,0.17,1.3,0.002,50
1614,0.19,1.3,0.002,50
1615,0.2,1.3,0.002,50
1616,0.087,7.1,0.002,50
1617,0.066,8.8,0.002,50
1618,0.23,8.2,0.002,50
1619,0.00013,1.1,0.02,50
1620,0.00016,1.1,0.0002,50
1621,0.00014,1.1,0.02,50
1622,0.00015,1.4,0.002,50
1623,0.28,6.2,0.002,50
1624,0.00015,1.4,0.002,50
1625,0.046,1.3,0.002,50
1626,0.0024,1.7,0.002,50
1627,0.00053,1.1,0.002,50
1628,0.052,9,0.002,50
1629,0.00094,1.3,0.002,50
1630,0.069,9.3,0.002,50
1631,0.00013,1.3,0.002,50
1632,0.019,6.8,0.002,50
1633,0.23,15.2,0.002,50
1634,0.2,7.9,0.002,50
1635,0.1,6.4,0.002,50
1636,0.035,8.2,0.002,50
1637,0.00016,1.1,0.002,50
1638,0.00014,1.1,0.002,50
1639,0.00061,1.2,0.002,50
1640,0.11,1.3,0.002,50
1641,3.7,7.1,0.002,50
1642,0.00012,1.1,0.002,50
1643,0.28,11.5,0.002,50
1644,0.082,14.8,0.002,50
1645,0.028,7.2,0.002,50
1646,0.0073,5.9,0.002,50
1647,0.00017,1.2,0.002,50
1648,0.0027,1.8,0.002,50
1649,0.2,7.8,0.002,50
1650,0.05,1.3,0.002,50
1651,0.00034,1.1,0.002,50
1652,0.00015,1.4,0.002,50
1653,0.001,1.6,0.002,50
1654,0.092,6,0.002,50
1655,0.045,6.3,0.002,50
1656,0.00013,1.1,0.002,50
1657,0.00013,1.2,0.002,50
1658,0.03,8.3,0.002,50
1659,0.37,6.1,0.002,50
1660,0.00019,1.2,0.002,50
1661,0.0011,1.6,0.002,50
1662,3.3,7.7,0.002,50
1663,0.00017,1.1,0.002,50
1664,0.0089,6.1,0.002,50
1665,0.0031,2.1,0.002,50
1666,0.049,1.3,0.002,50
1667,0.00012,1.1,0.002,50
1668,0.00011,1.1,0.002,50
1669,0.00016,1.1,0.002,50
1670,0.083,9.7,0.002,50
1671,0.087,9.1,0.002,50
1672,0.062,1.3,0.002,50
1673,0.017,6.5,0.002,50
1674,0.00018,1.3,0.002,50
1675,0.13,8,0.002,50
1676,0.099,5.9,0.002,50
1677,0.00015,1.3,0.002,50
1678,0.39,8.3,0.002,50
1679,0.27,7.9,0.002,50
